Subject,Condition,Order,Section,Coder,trial,num,Num_Error,Lex_Error,Plural_Error,Type,carrier,target,row,Age,Age_Group
60,Repetition,1,trial1,1,20,2,no,no,no,IP,three,geese,24,4.741957563,4
60,Repetition,1,trial1,1,21,1,no,no,no,RP,two,frogs,25,4.741957563,4
60,Repetition,1,trial1,1,21,2,no,no,no,IP,two,teeth,26,4.741957563,4
60,Repetition,1,trial1,1,22,1,no,no,no,RS,one,snake,27,4.741957563,4
60,Repetition,1,trial1,1,22,2,no,no,no,RP,three,forks,28,4.741957563,4
60,Repetition,1,trial1,1,23,1,no,no,no,IS,one,man,29,4.741957563,4
60,Repetition,1,trial1,1,23,2,no,no,no,IP,three,mice,30,4.741957563,4
60,Repetition,1,trial1,1,24,1,no,no,yes,RP,two,dogs,31,4.741957563,4
60,Repetition,1,trial1,1,24,2,no,no,yes,IP,two,snowmen,32,4.741957563,4
60,Repetition,1,trial1,1,25,1,no,no,no,RS,one,turtle,33,4.741957563,4
60,Repetition,1,trial1,1,25,2,no,no,no,IS,one,goose,34,4.741957563,4
60,Repetition,1,trial1,1,26,1,no,no,no,IS,one,woman,35,4.741957563,4
60,Repetition,1,trial1,1,26,2,no,no,no,RP,two,spoons,36,4.741957563,4
60,Repetition,1,trial1,1,27,1,no,no,no,IS,one,leaf,37,4.741957563,4
60,Repetition,1,trial1,1,27,2,no,no,no,IP,three,feet,38,4.741957563,4
60,Repetition,1,trial1,1,28,1,no,no,no,RS,one,cat,39,4.741957563,4
60,Repetition,1,trial1,1,28,2,no,no,no,IS,one,mouse,40,4.741957563,4
60,Repetition,1,trial1,1,29,1,no,no,no,IS,one,snowman,41,4.741957563,4
60,Repetition,1,trial1,1,29,2,no,no,no,RP,three,pigs,42,4.741957563,4
60,Repetition,1,trial1,1,30,1,no,no,no,RS,one,frog,43,4.741957563,4
60,Repetition,1,trial1,1,30,2,no,no,yes,IP,two,women,44,4.741957563,4
60,Repetition,1,trial1,1,31,1,no,no,no,RP,three,turtles,45,4.741957563,4
60,Repetition,1,trial1,1,31,2,no,no,yes,IP,two,men,46,4.741957563,4
60,Repetition,1,trial1,1,32,1,no,no,no,RS,one,dog,47,4.741957563,4
60,Repetition,1,trial1,1,32,2,no,no,no,IS,one,foot,48,4.741957563,4
60,Repetition,1,trial2,1,33,1,no,no,no,RP,two,spoons,49,4.741957563,4
60,Repetition,1,trial2,1,33,2,no,no,no,IP,two,teeth,50,4.741957563,4
60,Repetition,1,trial2,1,34,1,no,no,no,RS,one,frog,51,4.741957563,4
60,Repetition,1,trial2,1,34,2,no,no,no,IP,three,geese,52,4.741957563,4
60,Repetition,1,trial2,1,35,1,no,no,no,RS,one,dog,53,4.741957563,4
60,Repetition,1,trial2,1,35,2,no,no,no,RP,two,pigs,54,4.741957563,4
60,Repetition,1,trial2,1,36,1,no,no,no,RP,three,frogs,55,4.741957563,4
60,Repetition,1,trial2,1,36,2,no,no,yes,IP,two,men,56,4.741957563,4
60,Repetition,1,trial2,1,37,1,no,no,no,IS,one,goose,57,4.741957563,4
60,Repetition,1,trial2,1,37,2,no,no,yes,IP,three,snowmen,58,4.741957563,4
60,Repetition,1,trial2,1,38,1,no,no,no,RP,two,turtles,59,4.741957563,4
60,Repetition,1,trial2,1,38,2,no,no,no,IP,three,women,60,4.741957563,4
60,Repetition,1,trial2,1,39,1,no,no,no,IS,one,man,61,4.741957563,4
60,Repetition,1,trial2,1,39,2,no,no,no,IP,two,leaves,62,4.741957563,4
60,Repetition,1,trial2,1,40,1,no,no,no,IS,one,leaf,63,4.741957563,4
60,Repetition,1,trial2,1,40,2,no,no,no,RP,three,snakes,64,4.741957563,4
60,Repetition,1,trial2,1,41,1,no,no,no,RS,one,spoon,65,4.741957563,4
60,Repetition,1,trial2,1,41,2,no,no,no,IP,two,mice,66,4.741957563,4
60,Repetition,1,trial2,1,42,1,no,no,no,RP,two,cats,67,4.741957563,4
60,Repetition,1,trial2,1,42,2,no,no,no,IP,two,feet,68,4.741957563,4
60,Repetition,1,post,1,43,1,NA,no,no,RP,bye-bye,forks,69,4.741957563,4
60,Repetition,1,post,1,44,1,NA,no,yes,IP,bye-bye,snowmen,70,4.741957563,4
60,Repetition,1,post,1,45,1,NA,no,yes,IP,bye-bye,geese,71,4.741957563,4
60,Repetition,1,post,1,46,1,NA,no,no,RP,bye-bye,dogs,72,4.741957563,4
60,Repetition,1,post,1,47,1,NA,no,yes,IP,bye-bye,men,73,4.741957563,4
60,Repetition,1,post,1,48,1,NA,no,no,RP,bye-bye,turtles,74,4.741957563,4
60,Repetition,1,post,1,49,1,NA,no,no,IP,bye-bye,women,75,4.741957563,4
60,Repetition,1,post,1,50,1,NA,no,no,IP,bye-bye,mice,76,4.741957563,4
60,Repetition,1,post,1,51,1,NA,no,no,RP,bye-bye,cats,77,4.741957563,4
60,Repetition,1,post,1,52,1,NA,no,no,IP,bye-bye,feet,78,4.741957563,4
60,Repetition,1,post,1,53,1,NA,no,no,RP,bye-bye,snakes,79,4.741957563,4
60,Repetition,1,post,1,54,1,NA,no,no,IP,bye-bye,leaves,80,4.741957563,4
60,Repetition,1,post,1,55,1,NA,no,yes,IP,bye-bye,teeth,81,4.741957563,4
62,Repetition,2,pre,1,1,1,NA,no,yes,RP,hi,pigs,1,3.47980835,3
62,Repetition,2,pre,1,2,1,NA,no,yes,IP,hi,leaves,2,3.47980835,3
62,Repetition,2,pre,1,3,1,NA,no,yes,IP,hi,teeth,3,3.47980835,3
62,Repetition,2,pre,1,4,1,NA,no,yes,RP,hi,dogs,4,3.47980835,3
62,Repetition,2,pre,1,5,1,NA,no,no,IP,hi,feet,5,3.47980835,3
62,Repetition,2,pre,1,6,1,NA,no,no,IP,hi,snowmen,6,3.47980835,3
62,Repetition,2,pre,1,7,1,NA,no,no,RP,hi,forks,7,3.47980835,3
62,Repetition,2,pre,1,8,1,NA,no,no,RP,hi,frogs,8,3.47980835,3
62,Repetition,2,pre,1,9,1,NA,no,yes,IP,hi,geese,9,3.47980835,3
62,Repetition,2,pre,1,10,1,NA,no,yes,IP,hi,women,10,3.47980835,3
62,Repetition,2,pre,1,11,1,NA,no,yes,RP,hi,spoons,11,3.47980835,3
62,Repetition,2,pre,1,12,1,NA,no,no,IP,hi,men,12,3.47980835,3
62,Repetition,2,pre,1,13,1,NA,no,no,RP,hi,turtles,13,3.47980835,3
62,Repetition,2,pre,1,14,1,NA,no,yes,IP,hi,mice,14,3.47980835,3
62,Repetition,2,pre,1,15,1,NA,no,no,RP,hi,snakes,15,3.47980835,3
62,Repetition,2,pre,1,16,1,NA,no,no,RP,hi,cats,16,3.47980835,3
62,Repetition,2,trial1,1,17,1,no,no,no,RS,one,mouse,17,3.47980835,3
62,Repetition,2,trial1,1,17,2,no,no,no,RP,three,snakes,18,3.47980835,3
62,Repetition,2,trial1,1,18,1,no,no,no,IS,one,leaf,19,3.47980835,3
62,Repetition,2,trial1,1,18,2,no,no,yes,IP,two,geese,20,3.47980835,3
62,Repetition,2,trial1,1,19,1,yes,yes,NA,RS,one,pig,21,3.47980835,3
62,Repetition,2,trial1,1,19,2,yes,yes,NA,IS,one,man,22,3.47980835,3
62,Repetition,2,trial1,1,20,1,no,no,no,RS,one,dog,23,3.47980835,3
62,Repetition,2,trial1,1,20,2,no,no,no,RP,three,pigs,24,3.47980835,3
62,Repetition,2,trial1,1,21,1,no,no,no,IS,one,goose,25,3.47980835,3
62,Repetition,2,trial1,1,21,2,no,yes,NA,IP,three,women,26,3.47980835,3
62,Repetition,2,trial1,1,22,1,yes,no,no,RS,one,frog,27,3.47980835,3
62,Repetition,2,trial1,1,22,2,yes,no,no,IS,one,foot,28,3.47980835,3
62,Repetition,2,trial1,1,23,1,no,no,no,RS,one,spoon,29,3.47980835,3
62,Repetition,2,trial1,1,23,2,no,no,no,RP,three,turtles,30,3.47980835,3
62,Repetition,2,trial1,1,24,1,yes,yes,NA,RS,one,snake,31,3.47980835,3
62,Repetition,2,trial1,1,24,2,yes,yes,NA,IP,two,snowmen,32,3.47980835,3
62,Repetition,2,trial1,1,25,1,no,no,no,RP,two,frogs,33,3.47980835,3
62,Repetition,2,trial1,1,25,2,no,no,yes,IP,two,men,34,3.47980835,3
62,Repetition,2,trial1,1,26,1,no,no,no,RP,three,spoons,35,3.47980835,3
62,Repetition,2,trial1,1,26,2,no,no,no,IP,two,teeth,36,3.47980835,3
62,Repetition,2,trial1,1,27,1,yes,no,NA,RS,one,cat,37,3.47980835,3
62,Repetition,2,trial1,1,27,2,yes,no,no,IS,one,snowman,38,3.47980835,3
62,Repetition,2,trial1,1,28,1,yes,yes,NA,RP,two,dogs,39,3.47980835,3
62,Repetition,2,trial1,1,28,2,no,no,no,IP,two,feet,40,3.47980835,3
62,Repetition,2,trial1,1,29,1,yes,no,no,RS,one,fork,41,3.47980835,3
62,Repetition,2,trial1,1,29,2,yes,no,no,IS,one,woman,42,3.47980835,3
62,Repetition,2,trial1,1,30,1,no,no,no,IS,one,tooth,43,3.47980835,3
62,Repetition,2,trial1,1,30,2,no,yes,NA,RP,two,cats,44,3.47980835,3
62,Repetition,2,trial1,1,31,1,yes,yes,no,RS,one,turtle,45,3.47980835,3
62,Repetition,2,trial1,1,31,2,no,no,yes,IP,two,mice,46,3.47980835,3
62,Repetition,2,trial1,1,32,1,yes,no,no,RP,two,forks,47,3.47980835,3
62,Repetition,2,trial1,1,32,2,yes,no,NA,IP,three,leaves,48,3.47980835,3
62,Repetition,2,trial2,1,33,1,no,no,no,IS,one,man,49,3.47980835,3
62,Repetition,2,trial2,1,33,2,no,no,no,IP,three,feet,50,3.47980835,3
62,Repetition,2,trial2,1,34,1,yes,yes,no,RP,three,spoons,51,3.47980835,3
62,Repetition,2,trial2,1,34,2,no,no,yes,IP,two,women,52,3.47980835,3
62,Repetition,2,trial2,1,35,1,yes,no,yes,RS,one,dog,53,3.47980835,3
62,Repetition,2,trial2,1,35,2,yes,no,no,RP,two,frogs,54,3.47980835,3
62,Repetition,2,trial2,1,36,1,no,no,no,RS,one,cat,55,3.47980835,3
62,Repetition,2,trial2,1,36,2,no,no,yes,IP,two,men,56,3.47980835,3
62,Repetition,2,trial2,1,37,1,yes,yes,no,RP,two,snakes,57,3.47980835,3
62,Repetition,2,trial2,1,37,2,no,no,no,IP,two,leaves,58,3.47980835,3
62,Repetition,2,trial2,1,38,1,no,no,no,IS,one,goose,59,3.47980835,3
62,Repetition,2,trial2,1,38,2,no,no,yes,IP,three,mice,60,3.47980835,3
62,Repetition,2,trial2,1,39,1,no,no,no,RP,two,dogs,61,3.47980835,3
62,Repetition,2,trial2,1,39,2,no,no,yes,IP,three,snowmen,62,3.47980835,3
62,Repetition,2,trial2,1,40,1,yes,no,no,IS,one,mouse,63,3.47980835,3
62,Repetition,2,trial2,1,40,2,yes,no,no,RP,two,forks,64,3.47980835,3
62,Repetition,2,trial2,1,41,1,no,no,no,RS,one,pig,65,3.47980835,3
62,Repetition,2,trial2,1,41,2,no,no,yes,IP,three,teeth,66,3.47980835,3
62,Repetition,2,trial2,1,42,1,yes,no,yes,RP,two,turtles,67,3.47980835,3
62,Repetition,2,trial2,1,42,2,yes,no,no,IP,two,geese,68,3.47980835,3
62,Repetition,2,post,1,43,1,NA,no,no,RP,bye-bye,snakes,69,3.47980835,3
62,Repetition,2,post,1,44,1,NA,no,no,IP,bye-bye,geese,70,3.47980835,3
62,Repetition,2,post,1,45,1,NA,no,no,RP,bye-bye,forks,71,3.47980835,3
62,Repetition,2,post,1,46,1,NA,yes,yes,IP,bye-bye,men,72,3.47980835,3
62,Repetition,2,post,1,47,1,NA,no,no,RP,bye-bye,turtles,73,3.47980835,3
62,Repetition,2,post,1,48,1,NA,no,yes,IP,bye-bye,mice,74,3.47980835,3
62,Repetition,2,post,1,49,1,NA,yes,yes,IP,bye-bye,women,75,3.47980835,3
62,Repetition,2,post,1,50,1,NA,no,no,RP,bye-bye,dogs,76,3.47980835,3
62,Repetition,2,post,1,51,1,NA,no,yes,IP,bye-bye,snowmen,77,3.47980835,3
62,Repetition,2,post,1,52,1,NA,no,no,IP,bye-bye,leaves,78,3.47980835,3
62,Repetition,2,post,1,53,1,NA,no,yes,IP,bye-bye,teeth,79,3.47980835,3
62,Repetition,2,post,1,54,1,NA,no,no,RP,bye-bye,cats,80,3.47980835,3
62,Repetition,2,post,1,55,1,NA,no,no,IP,bye-bye,feet,81,3.47980835,3
63,Repetition,2,pre,1,1,1,NA,no,no,RP,hi,pigs,1,4.6954141,4
63,Repetition,2,pre,1,2,1,NA,no,yes,IP,hi,leaves,2,4.6954141,4
63,Repetition,2,pre,1,3,1,NA,no,yes,IP,hi,teeth,3,4.6954141,4
63,Repetition,2,pre,1,4,1,NA,no,yes,RP,hi,dogs,4,4.6954141,4
63,Repetition,2,pre,1,5,1,NA,no,no,IP,hi,feet,5,4.6954141,4
63,Repetition,2,pre,1,6,1,NA,no,yes,IP,hi,snowmen,6,4.6954141,4
63,Repetition,2,pre,1,7,1,NA,no,yes,RP,hi,forks,7,4.6954141,4
63,Repetition,2,pre,1,8,1,NA,no,yes,RP,hi,frogs,8,4.6954141,4
63,Repetition,2,pre,1,9,1,NA,no,yes,IP,hi,geese,9,4.6954141,4
63,Repetition,2,pre,1,10,1,NA,no,yes,IP,hi,women,10,4.6954141,4
63,Repetition,2,pre,1,11,1,NA,no,yes,RP,hi,spoons,11,4.6954141,4
63,Repetition,2,pre,1,12,1,NA,no,no,IP,hi,men,12,4.6954141,4
63,Repetition,2,pre,1,13,1,NA,no,yes,RP,hi,turtles,13,4.6954141,4
63,Repetition,2,pre,1,14,1,NA,no,no,IP,hi,mice,14,4.6954141,4
63,Repetition,2,pre,1,15,1,NA,no,yes,RP,hi,snakes,15,4.6954141,4
63,Repetition,2,pre,1,16,1,NA,no,yes,RP,hi,cats,16,4.6954141,4
63,Repetition,2,trial1,1,17,1,no,no,no,RS,one,mouse,17,4.6954141,4
63,Repetition,2,trial1,1,17,2,no,no,yes,RP,three,snakes,18,4.6954141,4
63,Repetition,2,trial1,1,18,1,no,no,no,IS,one,leaf,19,4.6954141,4
63,Repetition,2,trial1,1,18,2,no,no,no,IP,two,geese,20,4.6954141,4
63,Repetition,2,trial1,1,19,1,no,no,no,RS,one,pig,21,4.6954141,4
63,Repetition,2,trial1,1,19,2,no,no,no,IS,one,man,22,4.6954141,4
63,Repetition,2,trial1,1,20,1,no,no,no,RS,one,dog,23,4.6954141,4
63,Repetition,2,trial1,1,20,2,no,no,no,RP,three,pigs,24,4.6954141,4
63,Repetition,2,trial1,1,21,1,no,no,yes,IS,one,goose,25,4.6954141,4
63,Repetition,2,trial1,1,21,2,no,no,no,IP,three,women,26,4.6954141,4
63,Repetition,2,trial1,1,22,1,no,no,no,RS,one,frog,27,4.6954141,4
63,Repetition,2,trial1,1,22,2,no,no,no,IS,one,foot,28,4.6954141,4
63,Repetition,2,trial1,1,23,1,no,no,no,RS,one,spoon,29,4.6954141,4
63,Repetition,2,trial1,1,23,2,no,no,no,RP,three,turtles,30,4.6954141,4
63,Repetition,2,trial1,1,24,1,no,no,no,RS,one,snake,31,4.6954141,4
63,Repetition,2,trial1,1,24,2,no,no,no,IP,two,snowmen,32,4.6954141,4
63,Repetition,2,trial1,1,25,1,no,no,yes,RP,two,frogs,33,4.6954141,4
63,Repetition,2,trial1,1,25,2,no,no,no,IP,two,men,34,4.6954141,4
63,Repetition,2,trial1,1,26,1,no,no,no,RP,three,spoons,35,4.6954141,4
63,Repetition,2,trial1,1,26,2,no,no,no,IP,two,teeth,36,4.6954141,4
63,Repetition,2,trial1,1,27,1,no,no,no,RS,one,cat,37,4.6954141,4
63,Repetition,2,trial1,1,27,2,no,no,yes,IS,one,snowman,38,4.6954141,4
63,Repetition,2,trial1,1,28,1,no,no,no,RP,two,dogs,39,4.6954141,4
63,Repetition,2,trial1,1,28,2,no,no,no,IP,two,feet,40,4.6954141,4
63,Repetition,2,trial1,1,29,1,no,no,no,RS,one,fork,41,4.6954141,4
63,Repetition,2,trial1,1,29,2,no,no,no,IS,one,woman,42,4.6954141,4
63,Repetition,2,trial1,1,30,1,no,no,no,IS,one,tooth,43,4.6954141,4
63,Repetition,2,trial1,1,30,2,no,no,yes,RP,two,cats,44,4.6954141,4
63,Repetition,2,trial1,1,31,1,no,no,no,RS,one,turtle,45,4.6954141,4
63,Repetition,2,trial1,1,31,2,no,no,no,IP,two,mice,46,4.6954141,4
63,Repetition,2,trial1,1,32,1,no,no,no,RP,two,forks,47,4.6954141,4
63,Repetition,2,trial1,1,32,2,no,no,no,IP,three,leaves,48,4.6954141,4
63,Repetition,2,trial2,1,33,1,no,no,no,IS,one,man,49,4.6954141,4
63,Repetition,2,trial2,1,33,2,no,no,no,IP,three,feet,50,4.6954141,4
63,Repetition,2,trial2,1,34,1,no,no,no,RP,three,spoons,51,4.6954141,4
63,Repetition,2,trial2,1,34,2,no,no,yes,IP,two,women,52,4.6954141,4
63,Repetition,2,trial2,1,35,1,no,no,no,RS,one,dog,53,4.6954141,4
63,Repetition,2,trial2,1,35,2,no,no,yes,RP,two,frogs,54,4.6954141,4
63,Repetition,2,trial2,1,36,1,no,no,no,RS,one,cat,55,4.6954141,4
63,Repetition,2,trial2,1,36,2,no,no,no,IP,two,men,56,4.6954141,4
63,Repetition,2,trial2,1,37,1,no,no,no,RP,two,snakes,57,4.6954141,4
63,Repetition,2,trial2,1,37,2,no,no,no,IP,two,leaves,58,4.6954141,4
63,Repetition,2,trial2,1,38,1,no,no,yes,IS,one,goose,59,4.6954141,4
63,Repetition,2,trial2,1,38,2,no,no,no,IP,three,mice,60,4.6954141,4
63,Repetition,2,trial2,1,39,1,no,no,no,RP,two,dogs,61,4.6954141,4
63,Repetition,2,trial2,1,39,2,no,no,no,IP,three,snowmen,62,4.6954141,4
63,Repetition,2,trial2,1,40,1,no,no,no,IS,one,mouse,63,4.6954141,4
63,Repetition,2,trial2,1,40,2,no,no,no,RP,two,forks,64,4.6954141,4
63,Repetition,2,trial2,1,41,1,no,no,no,RS,one,pig,65,4.6954141,4
63,Repetition,2,trial2,1,41,2,no,no,no,IP,three,teeth,66,4.6954141,4
63,Repetition,2,trial2,1,42,1,no,no,no,RP,two,turtles,67,4.6954141,4
63,Repetition,2,trial2,1,42,2,no,no,no,IP,two,geese,68,4.6954141,4
63,Repetition,2,post,1,43,1,NA,no,no,RP,bye-bye,snakes,69,4.6954141,4
63,Repetition,2,post,1,44,1,NA,no,no,IP,bye-bye,geese,70,4.6954141,4
63,Repetition,2,post,1,45,1,NA,no,no,RP,bye-bye,forks,71,4.6954141,4
63,Repetition,2,post,1,46,1,NA,no,no,IP,bye-bye,men,72,4.6954141,4
63,Repetition,2,post,1,47,1,NA,no,no,RP,bye-bye,turtles,73,4.6954141,4
63,Repetition,2,post,1,48,1,NA,no,no,IP,bye-bye,mice,74,4.6954141,4
63,Repetition,2,post,1,49,1,NA,no,no,IP,bye-bye,women,75,4.6954141,4
63,Repetition,2,post,1,50,1,NA,no,no,RP,bye-bye,dogs,76,4.6954141,4
63,Repetition,2,post,1,51,1,NA,no,no,IP,bye-bye,snowmen,77,4.6954141,4
63,Repetition,2,post,1,52,1,NA,no,no,IP,bye-bye,leaves,78,4.6954141,4
63,Repetition,2,post,1,53,1,NA,no,no,IP,bye-bye,teeth,79,4.6954141,4
63,Repetition,2,post,1,54,1,NA,yes,no,RP,bye-bye,cats,80,4.6954141,4
63,Repetition,2,post,1,55,1,NA,no,no,IP,bye-bye,feet,81,4.6954141,4
64,Reformulation,2,pre,1,1,1,NA,no,no,RP,hi,pigs,1,4.876112252,4
64,Reformulation,2,pre,1,2,1,NA,no,yes,IP,hi,leaves,2,4.876112252,4
64,Reformulation,2,pre,1,3,1,NA,no,no,IP,hi,teeth,3,4.876112252,4
64,Reformulation,2,pre,1,4,1,NA,no,no,RP,hi,dogs,4,4.876112252,4
64,Reformulation,2,pre,1,5,1,NA,no,no,IP,hi,feet,5,4.876112252,4
64,Reformulation,2,pre,1,6,1,NA,no,yes,IP,hi,snowmen,6,4.876112252,4
64,Reformulation,2,pre,1,7,1,NA,no,yes,RP,hi,forks,7,4.876112252,4
64,Reformulation,2,pre,1,8,1,NA,no,no,RP,hi,frogs,8,4.876112252,4
64,Reformulation,2,pre,1,9,1,NA,no,yes,IP,hi,geese,9,4.876112252,4
64,Reformulation,2,pre,1,10,1,NA,no,NA,IP,hi,women,10,4.876112252,4
64,Reformulation,2,pre,1,11,1,NA,no,yes,RP,hi,spoons,11,4.876112252,4
64,Reformulation,2,pre,1,12,1,NA,no,yes,IP,hi,men,12,4.876112252,4
64,Reformulation,2,pre,1,13,1,NA,no,yes,RP,hi,turtles,13,4.876112252,4
64,Reformulation,2,pre,1,14,1,NA,no,yes,IP,hi,mice,14,4.876112252,4
64,Reformulation,2,pre,1,15,1,NA,no,no,RP,hi,snakes,15,4.876112252,4
64,Reformulation,2,pre,1,16,1,NA,yes,yes,RP,hi,cats,16,4.876112252,4
64,Reformulation,2,trial1,1,17,1,no,no,no,RS,one,mouse,17,4.876112252,4
64,Reformulation,2,trial1,1,17,2,no,no,no,RP,three,snakes,18,4.876112252,4
64,Reformulation,2,trial1,1,18,1,no,no,no,IS,one,leaf,19,4.876112252,4
64,Reformulation,2,trial1,1,18,2,no,no,yes,IP,two,geese,20,4.876112252,4
64,Reformulation,2,trial1,1,19,1,no,no,no,RS,one,pig,21,4.876112252,4
64,Reformulation,2,trial1,1,19,2,no,no,no,IS,one,man,22,4.876112252,4
64,Reformulation,2,trial1,1,20,1,no,no,no,RS,one,dog,23,4.876112252,4
64,Reformulation,2,trial1,1,20,2,no,no,no,RP,three,pigs,24,4.876112252,4
64,Reformulation,2,trial1,1,21,1,no,no,no,IS,one,goose,25,4.876112252,4
64,Reformulation,2,trial1,1,21,2,no,no,yes,IP,three,women,26,4.876112252,4
64,Reformulation,2,trial1,1,22,1,no,no,no,RS,one,frog,27,4.876112252,4
64,Reformulation,2,trial1,1,22,2,no,yes,no,IS,one,foot,28,4.876112252,4
64,Reformulation,2,trial1,1,23,1,no,no,no,RS,one,spoon,29,4.876112252,4
64,Reformulation,2,trial1,1,23,2,no,no,no,RP,three,turtles,30,4.876112252,4
64,Reformulation,2,trial1,1,24,1,no,no,no,RS,one,snake,31,4.876112252,4
64,Reformulation,2,trial1,1,24,2,no,no,yes,IP,two,snowmen,32,4.876112252,4
64,Reformulation,2,trial1,1,25,1,no,no,no,RP,two,frogs,33,4.876112252,4
64,Reformulation,2,trial1,1,25,2,no,no,yes,IP,two,men,34,4.876112252,4
64,Reformulation,2,trial1,1,26,1,no,no,no,RP,three,spoons,35,4.876112252,4
64,Reformulation,2,trial1,1,26,2,no,no,no,IP,two,teeth,36,4.876112252,4
64,Reformulation,2,trial1,1,27,1,no,no,no,RS,one,cat,37,4.876112252,4
64,Reformulation,2,trial1,1,27,2,no,no,no,IS,one,snowman,38,4.876112252,4
64,Reformulation,2,trial1,1,28,1,no,no,no,RP,two,dogs,39,4.876112252,4
64,Reformulation,2,trial1,1,28,2,no,no,yes,IP,two,feet,40,4.876112252,4
64,Reformulation,2,trial1,1,29,1,no,no,no,RS,one,fork,41,4.876112252,4
64,Reformulation,2,trial1,1,29,2,no,yes,no,IS,one,woman,42,4.876112252,4
64,Reformulation,2,trial1,1,30,1,no,no,no,IS,one,tooth,43,4.876112252,4
64,Reformulation,2,trial1,1,30,2,no,no,no,RP,two,cats,44,4.876112252,4
64,Reformulation,2,trial1,1,31,1,no,no,no,RS,one,turtle,45,4.876112252,4
64,Reformulation,2,trial1,1,31,2,no,no,yes,IP,two,mice,46,4.876112252,4
64,Reformulation,2,trial1,1,32,1,no,no,no,RP,two,forks,47,4.876112252,4
64,Reformulation,2,trial1,1,32,2,no,no,no,IP,three,leaves,48,4.876112252,4
64,Reformulation,2,trial2,1,33,1,no,no,no,IS,one,man,49,4.876112252,4
64,Reformulation,2,trial2,1,33,2,no,no,yes,IP,three,feet,50,4.876112252,4
64,Reformulation,2,trial2,1,34,1,no,no,no,RP,three,spoons,51,4.876112252,4
64,Reformulation,2,trial2,1,34,2,no,no,yes,IP,two,women,52,4.876112252,4
64,Reformulation,2,trial2,1,35,1,no,no,no,RS,one,dog,53,4.876112252,4
64,Reformulation,2,trial2,1,35,2,no,no,no,RP,two,frogs,54,4.876112252,4
64,Reformulation,2,trial2,1,36,1,no,no,no,RS,one,cat,55,4.876112252,4
64,Reformulation,2,trial2,1,36,2,no,no,yes,IP,two,men,56,4.876112252,4
64,Reformulation,2,trial2,1,37,1,no,no,no,RP,two,snakes,57,4.876112252,4
64,Reformulation,2,trial2,1,37,2,no,no,no,IP,two,leaves,58,4.876112252,4
64,Reformulation,2,trial2,1,38,1,no,no,no,IS,one,goose,59,4.876112252,4
64,Reformulation,2,trial2,1,38,2,no,no,yes,IP,three,mice,60,4.876112252,4
64,Reformulation,2,trial2,1,39,1,no,no,no,RP,two,dogs,61,4.876112252,4
64,Reformulation,2,trial2,1,39,2,no,no,yes,IP,three,snowmen,62,4.876112252,4
64,Reformulation,2,trial2,1,40,1,no,no,no,IS,one,mouse,63,4.876112252,4
64,Reformulation,2,trial2,1,40,2,no,no,no,RP,two,forks,64,4.876112252,4
64,Reformulation,2,trial2,1,41,1,no,no,no,RS,one,pig,65,4.876112252,4
64,Reformulation,2,trial2,1,41,2,no,no,yes,IP,three,teeth,66,4.876112252,4
64,Reformulation,2,trial2,1,42,1,no,no,no,RP,two,turtles,67,4.876112252,4
64,Reformulation,2,trial2,1,42,2,no,no,yes,IP,two,geese,68,4.876112252,4
64,Reformulation,2,post,1,43,1,NA,no,no,RP,bye-bye,snakes,69,4.876112252,4
64,Reformulation,2,post,1,44,1,NA,no,yes,IP,bye-bye,geese,70,4.876112252,4
64,Reformulation,2,post,1,45,1,NA,no,no,RP,bye-bye,forks,71,4.876112252,4
64,Reformulation,2,post,1,46,1,NA,no,yes,IP,bye-bye,men,72,4.876112252,4
64,Reformulation,2,post,1,47,1,NA,no,no,RP,bye-bye,turtles,73,4.876112252,4
64,Reformulation,2,post,1,48,1,NA,no,yes,IP,bye-bye,mice,74,4.876112252,4
64,Reformulation,2,post,1,49,1,NA,no,no,IP,bye-bye,women,75,4.876112252,4
64,Reformulation,2,post,1,50,1,NA,no,no,RP,bye-bye,dogs,76,4.876112252,4
64,Reformulation,2,post,1,51,1,NA,no,yes,IP,bye-bye,snowmen,77,4.876112252,4
64,Reformulation,2,post,1,52,1,NA,no,yes,IP,bye-bye,leaves,78,4.876112252,4
64,Reformulation,2,post,1,53,1,NA,no,yes,IP,bye-bye,teeth,79,4.876112252,4
64,Reformulation,2,post,1,54,1,NA,yes,no,RP,bye-bye,cats,80,4.876112252,4
64,Reformulation,2,post,1,55,1,NA,no,no,IP,bye-bye,feet,81,4.876112252,4
65,Repetition,1,pre,1,1,1,NA,no,no,RP,hi,frogs,1,4.607802875,4
65,Repetition,1,pre,1,2,1,NA,no,no,RP,hi,pigs,2,4.607802875,4
65,Repetition,1,pre,1,3,1,NA,no,no,IP,hi,snowmen,3,4.607802875,4
65,Repetition,1,pre,1,4,1,NA,no,no,IP,hi,teeth,4,4.607802875,4
65,Repetition,1,pre,1,5,1,NA,no,yes,IP,hi,men,5,4.607802875,4
65,Repetition,1,pre,1,6,1,NA,yes,no,RP,hi,dogs,6,4.607802875,4
65,Repetition,1,pre,1,7,1,NA,no,no,IP,hi,feet,7,4.607802875,4
65,Repetition,1,pre,1,8,1,NA,no,yes,IP,hi,women,8,4.607802875,4
65,Repetition,1,pre,1,9,1,NA,no,yes,IP,hi,leaves,9,4.607802875,4
65,Repetition,1,pre,1,10,1,NA,no,no,RP,hi,turtles,10,4.607802875,4
